District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Rice Yield (kg/ha),date,ndvi,savi,evi,rep,osavi,rdvi,mtvi1,lswi
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,14-07-2022,0.18146082878089492,1.0907254090773046,-0.8298839692992269,709.6766394695253,0.18145762526030837,17.274947384517876,3038.717021484375,0.2747950932066745
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,09-07-2022,0.44845256237413145,1.2242105791532447,3.773101255088366,724.6940404263521,0.44844251259392764,37.89235592627311,5045.107836914062,0.262517907421255
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,04-07-2022,0.12518018570236783,1.0625874703862976,-0.6665008859262348,705.3337571010532,0.12517850727702007,13.674436919746965,2750.8383398437495,0.21180263675646246
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,29-06-2022,0.1757792054495888,1.0878850155470183,-0.8391536658799642,714.7903679099774,0.17577626955161443,17.204304890027302,3031.897939453125,0.34608112378650924
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,24-06-2022,0.4422648277488323,1.2211150619684812,5.689139925344627,725.1352488768758,0.4422537219364444,35.30229791771489,4441.003842773437,0.2295578557213269
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,19-06-2022,0.32736545469087236,1.1636739488367336,-2.5978708170305707,728.3559813153462,0.327359836240402,31.60801762601581,5135.18478515625,0.2438484876357215
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,14-06-2022,0.46557346329172017,1.2327729157878053,10.871094133290926,726.0792474394169,0.4655646207857002,42.73173364668949,6239.012607421874,0.271175857999458
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,09-06-2022,0.4825182355501004,1.2412376308537885,2.670749820299836,725.9755086553341,0.4825044830876179,36.15215283912172,4155.387553710937,0.1995685234681786
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,04-06-2022,0.49466014733577085,1.2473081637430947,2.6360794097703657,722.6046612025348,0.494646124139171,37.16128368758983,4359.778813476562,0.2029879249436095
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,30-05-2022,0.15521042129246052,1.0776016711448033,-1.105866236258214,721.1136519158906,0.15520815594128923,16.250636312288975,2942.2794140624997,0.14783620929410393
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,25-05-2022,0.46716022905574806,1.233559922195889,2.4130619212249624,721.1632244807219,0.46714730520356124,35.526856915335706,4266.995493164062,0.1643224994956469
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,20-05-2022,0.38104329082866073,1.190505171054004,4.646973365542622,723.0936019524999,0.38103274661805825,28.973997973894953,3557.278256835937,0.13836120084482062
