District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Rice Yield (kg/ha),date,ndvi,savi,evi,rep,osavi,rdvi,mtvi1,lswi
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,14-07-2022,0.1828066978936995,1.0913983126213704,-0.8412797882167065,709.8510901928636,0.18280347452461948,17.413629517946067,3062.295791015625,0.27600467570754444
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,09-07-2022,0.45304357629477904,1.2265059427192413,3.809880134165902,724.7177538898122,0.453033434738364,38.301236105887554,5106.577866210937,0.2661630096882289
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,04-07-2022,0.1253847018528531,1.0626897125372028,-0.6893567187715939,705.6484299495686,0.12538301323542567,13.66653005311125,2728.2514453125,0.2104154112311614
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,29-06-2022,0.1766424567158551,1.0883166118005263,-0.8395360640779013,714.538729076657,0.17663950201409737,17.275959533216394,3024.0902636718747,0.3456353269848394
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,24-06-2022,0.4522273908247958,1.226095727689784,5.497208188809689,725.1612082300426,0.45221589086092245,35.87083831802341,4482.325224609374,0.2345588928271797
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,19-06-2022,0.32314960179873853,1.1615661887791378,-2.446836910371967,728.3381784123197,0.32314408984201076,31.297440708313754,5116.964560546875,0.24443368676994034
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,14-06-2022,0.4747796525329807,1.2373755523365588,10.010992786834906,725.857989403018,0.4747705168442892,43.29356152424141,6282.508124999999,0.2716205071370965
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,09-06-2022,0.48661941158062894,1.2432879703833883,2.7003641559712044,725.7421236075348,0.48660550007512876,36.40414716838621,4184.905209960937,0.20042079775095473
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,04-06-2022,0.4975988358328537,1.2487773096438595,2.655290347532885,722.3031893849098,0.49758468568339237,37.324357120754605,4382.45958984375,0.20302122263687514
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,30-05-2022,0.15405255201958465,1.0770227629099058,-1.1306332379353152,721.0579523470625,0.15405030356592328,16.129399430220857,2906.6841796875,0.14679931407707983
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,25-05-2022,0.4729962020540845,1.2364776470050671,2.452256684143046,720.984599771137,0.47298311071010296,35.96237326005803,4333.139106445313,0.16691974184458214
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,20-05-2022,0.3849353329424789,1.1924509538698764,4.598252161864847,723.0449420105531,0.3849246362460026,29.208602976275923,3580.7968359374995,0.13762573976785733
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,15-05-2022,0.3934207661820027,1.196690940622735,2.8954597988346795,716.3152225436708,0.3934083221659517,27.980711989262797,3293.515561523437,0.10112247013609114
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,10-05-2022,0.005473601687028901,1.002736704416414,-0.011918371126726057,749.2082402599286,0.005473539972205903,0.6520375173300376,1188.80033203125,0.3884881837847526
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,30-04-2022,0.014663723679882478,1.0073315453242924,-0.05369194901101854,841.9951276827388,0.01466352110392042,1.5780815372336925,749.4034570312499,0.09281785551743918
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,25-04-2022,0.08452378198204989,1.0422575478464284,2.388319284499242,677.4099907211777,0.0845210021752501,5.895408794380399,510.38036132812493,0.021963888075506133
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,20-04-2022,0.0361766644033657,1.018086360086261,-0.9241103947714153,751.1788767346442,0.03617540215591493,2.449756649737966,170.36267578124998,0.1141967093902324
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,15-04-2022,-0.07228431900090661,0.9638588177315291,0.17799267697496884,732.3722462961647,-0.07228369356093835,-9.829500241573308,-1134.6057421874998,0.12887123280752055
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,10-04-2022,0.02091643042877837,1.0104570838026765,-0.11398161634752947,763.5301991873715,0.02091570627200962,1.4218950149142418,224.25137695312497,0.06463162339219226
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,05-04-2022,0.3398456462417761,1.169909278107352,1.292723390105219,713.0783313836487,0.3398369769631976,26.91445179721765,3097.4326757812496,0.14209604375074178
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,31-03-2022,0.33826636990110626,1.1691225418114173,4.971064048079976,717.5752207773245,0.338259558000573,30.151554231416544,4276.992568359375,0.17569183860420565
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,26-03-2022,0.11533955352062615,1.0576673516811765,-0.7834623570259467,685.6655490708962,0.11533800142559698,12.576659821105702,2397.89490234375,0.04649338598237554
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,21-03-2022,0.24535398046679846,1.1226679743681232,-37.14227894039159,718.8274376523234,0.24534821002464371,20.23671430147559,2709.197314453125,0.14563714449379733
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,16-03-2022,0.005306714638607294,1.002653269361356,-0.00973860148739671,772.2465270233076,0.005306658344251738,0.6517242243688308,1633.431796875,0.15427137183906992
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,14-07-2022,0.306169091716629,1.1530730945093695,-42.09959878006638,717.4179155643536,0.30616176248048954,25.030380674114806,3354.41162109375,0.24659298267069496
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,09-07-2022,0.4006667709180851,1.2003176634135841,3.415391863065836,723.31127125673,0.40065670827198857,31.97962944516389,3999.969594726562,0.21328503734485152
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,04-07-2022,0.09716936239107085,1.0485828762422797,-0.3865344745594659,688.5219237255315,0.09716820719180409,11.27257119596219,2717.24572265625,0.2296533637552306
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,29-06-2022,0.12516054742443597,1.0625775609566943,-0.4690607852965154,699.2276225325304,0.1251588112097226,13.441769502157817,2859.4908398437497,0.3664444519906714
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,24-06-2022,0.4424135119047014,1.2211862932876434,3.299305358016084,724.6044615423252,0.4424004149754501,32.52455744020005,3710.187817382812,0.21699632407420394
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,19-06-2022,-0.026302350635165263,0.9868490765517336,0.0632849609614667,740.0380001166983,-0.026302189436703524,-4.249815326837229,841.5608203124999,0.23972878143462611
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,14-06-2022,0.44339774602874577,1.2216832048734605,3.6056752761065733,724.4337170673989,0.443387717936635,37.29375767719145,4881.061743164062,0.2190888299866011
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,09-06-2022,0.4139839643572491,1.206972593941879,2.3322590540257297,723.3899969608974,0.4139715550953451,30.245152977425764,3402.2718164062494,0.1690402209840704
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,04-06-2022,0.21641073040831174,1.1081999254404504,-1.5398707690867302,722.3349278926605,0.21640724884052157,21.581779755965417,3803.998681640625,0.1251831573363755
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,30-05-2022,0.17813545763159597,1.0890635403754119,-0.9189766780945507,722.6766072248627,0.17813277694402793,18.367886374660074,3372.6357421875,0.16363986545050294
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,25-05-2022,0.4245145683029693,1.2122372295343706,2.2937018657339183,719.2566329581882,0.42450173252334117,30.88027772027071,3612.14091796875,0.12366227787003295
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,20-05-2022,0.33799384442202784,1.1689826500827623,6.015699231131317,721.5015570835335,0.33798470973536593,26.00581577000569,3232.4379638671876,0.12328133779360553
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,15-05-2022,0.22844932467761975,1.114208659638325,23.04452143426515,715.7824965416568,0.22843908197351814,13.646703621046875,1373.2560498046876,0.05306347733464676
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,10-05-2022,-0.02997808458026867,0.9850113527932298,0.0744620131982317,749.3919833134357,-0.02997783172238347,-4.128817909908203,257.9673046875001,0.49822704030312626
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,30-04-2022,0.04413764816350897,1.0220676806600397,-0.18291467204292416,701.308318233102,0.04413691634782823,4.335800769443406,1032.54861328125,0.07641122845153948
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,25-04-2022,0.0961411898056682,1.0480674492564281,-1.104317527736292,703.9886772095908,0.09613917650238064,8.403594368262713,1208.794951171875,0.0031219995254509253
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,20-04-2022,0.0776461814613045,1.0388191265073305,0.7013900953381839,705.1506552710749,0.0776436441822033,5.433115380703433,331.81810546874993,0.167452911471806
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,15-04-2022,0.01877325961080409,1.0093859580708429,-0.10728217465743645,773.1860877331909,0.01877282967976454,1.5691524774413075,312.513603515625,0.06814683468391686
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,10-04-2022,0.08027921302204218,1.0401356281500955,-3.9061901677951134,693.6483521752565,0.08027666669943556,5.701656513561419,516.085517578125,0.021257460206891766
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,05-04-2022,0.16192118790482668,1.0809530300411376,0.6083746098212903,708.0296082059986,0.1619163466940461,11.844917083135336,886.3467919921874,0.017151085850962238
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,31-03-2022,0.3245558070932375,1.1622654312224119,2.141795047109774,714.0585361174551,0.3245478243885425,26.176627607392387,3274.647333984375,0.1603248693220257
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,26-03-2022,0.35296588423818404,1.176468378620906,2.1095928823834194,713.114988517451,0.3529565630762965,27.473774400550816,3296.747036132812,0.17069793469595795
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,21-03-2022,0.14859899009919933,1.0742952640489516,-2.0203266340302317,710.2950371592394,0.14859628215392545,13.923867421282026,2150.474677734375,0.09885157496701688
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,16-03-2022,-0.06040654445840304,0.9697975221198207,0.09636800294494664,728.0855508790775,-0.06040603606593664,-8.328841543425044,266.9503125000001,0.15534016395824213
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,14-07-2022,0.1463334220651123,1.0731627728407904,-3.4668014635877076,712.6512450680582,0.14633090153012837,14.10344403440463,2260.29615234375,0.10869418885927727
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,09-07-2022,0.4019336744730499,1.2009508137500546,2.445512930835268,719.7695330015289,0.40192341888567407,31.827737766789678,3904.6535888671874,0.21139204014335009
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,04-07-2022,0.25472006819857335,1.1273532453863215,-1.3488019052242666,716.9851733853448,0.2547157232647881,24.669449004613856,4247.053007812499,0.29866547757006184
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,29-06-2022,0.18607382018838173,1.093031897266864,-1.0040208191972637,714.5508903045672,0.18607061186134466,17.92440889718139,3105.5617382812493,0.3657251865868164
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,24-06-2022,0.4318313235415877,1.2158959318801963,4.804420556284237,722.4179495862675,0.4318186956269461,31.941774141283712,3772.6462353515626,0.2547091592114364
